Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status,Class
T35796,0,C163,Headphones,10.0,154.6378976338686,pay pal,Completed,0
T12257,2020-01-02,C4210,Coffee Machine,-3.0,873.84,creditcard,complete,1
T35719,2022-10-06,C221,Headphones,-8.0,665.2860097966053,PayPal,Pending,0
T70552,2025-02-30,C4410,Laptop,-6.0,472.4547300791345,PayPal,complete,0
T54375,2023-13-01,C2904,Tablet,6.0,691.9447297600643,pay pal,completed,0
T39692,2023-13-01,C3744,Tablet,8.0,439.13,Cash,Pending,0
T93703,2025-01-14,C1336,Laptop,-10.0,814.6799115762628,credit card,Failed,1
T73692,2023-13-01,C2941,Smartphone,0.0,206.19623726490397,PayPal ,completed,0
T98071,2023-13-01,C656,Laptop,-10.0,0.0,credit card,Completed,0
T0576,2020-10-21,C3653,Laptop,487.0,462.5588493551151,Cash,Failed,1
T84611,2023-13-01,C2360,Tablet,-3.0,883.288649857167,creditcard,Pending,1
T61770,2023-13-01,C4718,T,0.0,924.8365637300816,creditcard,Failed,1
T32261,2021-12-28,C3927,Smartphone,466.0,960.94,PayPal,Failed,1
T82200,2025-02-30,C3851,Tablet,-5.0,0.0,Credit Card,completed,0
T36291,2023-13-01,C2459,Laptop,853.0,0.0,PayPal ,0,1
T78450,2023-13-01,C2328,La,157.0,114.67156795571282,PayPal,Failed,1
T60056,2025-02-30,C1024,Laptop,631.0,418.692322198985,credit card,Completed,0
T45949,2023-11-13,C3474,Headphones,1.0,691.1905611599038,pay pal,Failed,1
T28178,2025-02-30,C1811,Headphones,4.0,0.0,PayPal ,0,0
T84464,2025-02-30,C1754,Smartphone,-10.0,614.2455984608073,Credit Card,complete,0
T0579,2020-10-11,C4392,Coffee Machine,7.0,0.0,Cash,Completed,0
T30960,2025-02-30,C139,Laptop,-5.0,0.0,credit card,complete,0
T64291,2023-13-01,C1535,Tablet,7.0,0.0,PayPal,Completed,0
T14532,2025-02-30,0,Smartphone,7.0,0.0,PayPal,0,0
T17934,2022-01-15,C2823,Tablet,0.0,595.4100439597864,credit card,complete,0
T33609,2025-02-30,C2620,Coffee Mach,0.0,619.284013665414,PayPal,completed,0
T49960,2023-13-01,C3564,Coffee,7.0,0.0,credit card,Pending,0
T66599,2023-13-01,C1142,Coffee Machine,2.0,0.0,pay pal,0,0
T99090,2020-01-28,0,Coffee Machine,915.0,974.004199673276,pay pal,Failed,1
T34452,2025-02-30,C4570,Coffee Machine,803.0,571.550665083023,PayPal ,0,1
T34081,2021-02-02,C1344,Ta,289.0,444.63,Cash,completed,0
T63588,2025-02-30,C4825,Headphones,-6.0,318.56,PayPal,complete,0
T4294,2025-02-30,C1661,Laptop,8.0,183.26779616916767,Credit Card,Completed,0
T69103,2023-13-01,C3943,Laptop,-2.0,590.3842593227596,PayPal,complete,0
T86412,2023-13-01,C1472,Coffee Machine,-4.0,164.01,PayPal ,Pending,0
T99477,2023-13-01,C4400,Tablet,651.0,0.0,PayPal,completed,0
T53930,2025-02-30,C3477,Headphones,544.0,0.0,PayPal,completed,0
T87071,2023-13-01,C4934,Smartphone,3.0,148.37256945579855,PayPal ,complete,0
T65084,2025-02-30,C2764,Smartphone,694.0,808.630351274751,pay pal,complete,0
T30713,2021-11-08,C4570,Sm,844.0,75.23899718282439,credit card,Failed,1
0,2021-07-17,C312,T,-2.0,369.3383892220736,creditcard,0,0
T57235,2025-02-30,C2203,Tablet,-10.0,394.4618093175982,credit card,Failed,1
T15664,2025-02-30,C4960,Laptop,5.0,0.0,Cash,Completed,0
T19967,2020-05-05,C4043,Tablet,439.0,527.16,Cash,Pending,0
T91913,2025-02-30,C1770,Tablet,-2.0,0.0,credit card,0,0
T91958,2025-02-30,C1000,Laptop,-6.0,0.0,PayPal,0,0
T81347,2022-02-21,C4265,Laptop,1.0,161.50469345057525,creditcard,Pending,0
T55326,2023-04-22,C446,Laptop,308.0,512.3924150741743,Credit Card,Failed,1
0,2025-02-30,C1609,Headphones,0.0,529.2995863335774,creditcard,Failed,1
T71223,0,C3582,Headphones,-1.0,161.94832325636216,credit card,completed,0
T52459,2025-02-30,C4226,Laptop,832.0,734.35,creditcard,Completed,1
T88346,2025-02-30,C1765,Tab,-1.0,0.0,pay pal,complete,0
T82364,2022-05-16,C1199,Smartphone,0.0,463.04319255336,Cash,Pending,0
T65350,2024-08-06,C652,Coffee Machine,2.0,162.20867283155906,pay pal,Completed,0
T59650,2024-04-13,C1861,Headphones,2.0,352.84584991374766,Credit Card,complete,0
T44953,2021-02-01,C4412,Tablet,838.0,0.0,pay pal,Pending,1
T39526,2023-13-01,C1169,Headphones,681.0,926.02,PayPal,complete,1
T13936,2020-05-16,C4930,Tablet,598.0,668.5318243772258,creditcard,Pending,0
T93781,0,C3232,Coffee Machine,897.0,0.0,Cash,Pending,1
T89885,2025-02-30,C3256,Headphones,326.0,662.1777872341111,Cash,0,0
T81144,2025-02-30,C1970,Headphones,103.0,0.0,pay pal,Pending,0
T95800,2023-13-01,C708,Coffee Machine,5.0,0.0,Credit Card,Completed,0
0,2025-02-30,C2877,Headphones,-10.0,0.0,credit card,0,0
T55224,2024-05-03,0,Coffee Machine,1.0,0.0,pay pal,Failed,1
T73646,2025-02-30,C2236,Laptop,734.0,0.0,PayPal ,Completed,1
T66294,2020-06-05,C2151,Smartphone,8.0,0.0,creditcard,Failed,1
T65540,2025-02-30,C967,Coffee Machine,-3.0,466.67177764654906,Cash,0,0
T28111,2024-08-17,C3860,C,-4.0,611.588831568052,PayPal,complete,0
0,2023-13-01,C3323,Laptop,-10.0,189.9091894293233,credit card,Pending,0
T86547,2024-04-05,C1296,Smartphone,8.0,0.0,pay pal,0,0
T82586,2023-13-01,C008,Coffee Machine,603.0,817.5198265012339,creditcard,complete,0
0,2025-02-30,C1201,Laptop,-3.0,390.1912134048682,creditcard,0,0
T91658,2023-13-01,C2935,Smartphone,844.0,605.1765950117667,Credit Card,complete,1
T62787,2021-11-25,C336,Laptop,-9.0,377.03,PayPal ,0,0
T84341,2025-02-30,C2483,Coffee Machine,10.0,0.0,PayPal ,complete,0
T39875,2022-05-26,C3686,Tab,-3.0,616.645760261842,PayPal,complete,0
T78469,2021-10-10,C1333,Tablet,0.0,210.92,creditcard,0,0
T31632,2023-13-01,C4173,Headphones,607.0,105.82197045804898,PayPal ,Pending,0
T14953,2023-13-01,C129,Coffee Machine,1.0,0.0,PayPal,Completed,0
T39332,2023-05-31,C957,Laptop,0.0,0.0,credit card,completed,0
T48588,2023-12-13,C535,Coffee Machine,0.0,237.24560812864596,Cash,0,0
T83595,0,C4544,Smartphone,4.0,343.41,Credit Card,0,0
T41488,2025-01-25,C3403,Coffee Machine,-10.0,0.0,creditcard,0,0
T39628,2025-02-30,C4543,Coffee Mac,374.0,0.0,creditcard,Completed,0
T87895,2025-02-30,C2999,Tablet,717.0,0.0,Cash,Completed,1
T26304,2021-04-12,C1104,Coffee Machine,8.0,363.62039720399497,PayPal,Failed,1
T67404,2023-13-01,C805,Tablet,5.0,0.0,Credit Card,0,0
T98085,2025-02-30,0,Coffee Machine,757.0,265.7213891884086,creditcard,Failed,1
T95602,2021-11-13,C3167,Tablet,-6.0,789.5633805478257,credit card,Pending,0
T5020,2023-13-01,C3940,Smartphone,-8.0,423.9128195465908,Credit Card,Failed,1
T5224,2025-02-30,C1074,Tablet,211.0,755.94,Cash,completed,0
T15781,2023-13-01,C1981,Smartphone,740.0,0.0,Credit Card,complete,1
T45557,2021-03-27,C4245,Headphones,3.0,743.6054883848208,PayPal ,completed,0
T12897,2022-03-18,C1613,Smartphone,5.0,975.7863705771142,credit card,completed,1
T34305,2023-13-01,C1610,Smartphone,-5.0,533.3232723712001,pay pal,Pending,0
T93323,2025-02-30,C2822,Lap,-1.0,0.0,pay pal,0,0
T5325,2023-13-01,C3180,Tablet,0.0,936.07256278163,Credit Card,completed,1
0,2023-13-01,C2825,Laptop,727.0,252.00577405817296,pay pal,Completed,1
T62865,2023-13-01,C1086,Laptop,435.0,153.22287864713525,PayPal,Failed,1
T8019,2025-02-30,C2281,Tablet,-2.0,0.0,Cash,complete,0
T82945,2023-13-01,C161,Headphones,740.0,70.98399347659858,creditcard,completed,1
T90377,2025-02-30,C1515,Smartphone,-5.0,510.8553240908533,Credit Card,Failed,1
T41721,2023-06-13,C4174,Smar,0.0,0.0,creditcard,Failed,1
T0867,2024-11-09,C3206,Smartphone,536.0,890.64,pay pal,Completed,1
T98444,2023-13-01,C3764,Smartphone,281.0,0.0,pay pal,Failed,1
T83040,2023-13-01,C3766,Lapt,8.0,522.3776553909765,credit card,completed,0
T13925,2025-02-30,C3941,Laptop,8.0,852.0154759282641,Credit Card,Pending,0
T79893,2023-03-19,C2369,Smartphone,358.0,0.0,PayPal ,Failed,1
T31184,2021-04-01,C2848,Laptop,3.0,0.0,credit card,Pending,0
T13800,2023-13-01,C3952,Headphones,7.0,938.9387866129006,pay pal,0,1
T40989,2020-05-23,0,Laptop,885.0,932.2298442212832,Cash,complete,1
T66734,2025-02-30,C2783,Coffee Machine,-10.0,0.0,creditcard,0,0
T78331,2023-01-27,C2741,Laptop,6.0,174.32347500088156,PayPal ,Completed,0
T24379,0,C1421,Laptop,514.0,0.0,creditcard,Pending,0
T23415,2025-02-30,0,Lapt,141.0,526.1733840561146,Credit Card,completed,0
T97560,2025-02-30,C1310,Smartphone,5.0,0.0,credit card,0,0
T22993,2025-02-30,C2715,Smartphone,-5.0,938.8364041330412,PayPal ,Failed,1
T3232,2023-13-01,C2083,Headphones,-3.0,0.0,Cash,Failed,1
T41996,2023-13-01,C1748,Smartphone,1.0,864.9869900962535,Credit Card,Pending,1
T49188,2024-11-11,C1177,Laptop,6.0,0.0,Cash,Failed,1
T22515,2025-02-30,C154,Lap,-5.0,454.2499574218314,credit card,Pending,0
T21326,2023-04-05,C3889,Coffee Machine,7.0,168.5424811783196,pay pal,Pending,0
T86234,2025-02-30,C1722,Headphones,846.0,0.0,PayPal ,0,1
T88127,2023-13-01,C4361,Headphones,774.0,0.0,Credit Card,Failed,1
T29824,2023-13-01,C2831,Smartphone,342.0,313.395678608134,pay pal,Failed,1
T92485,2023-13-01,C278,Headphones,2.0,269.64219831104333,PayPal,completed,0
T68425,0,C2158,Coffee Machine,0.0,189.7251049748328,PayPal,Completed,0
T91721,2023-13-01,C2720,Tablet,-8.0,0.0,pay pal,0,0
T51020,2023-13-01,C1503,Smartphone,504.0,131.40741577578933,PayPal,Failed,1
T26754,2020-01-16,C230,L,-5.0,824.23,Cash,Completed,0
T49964,2022-11-22,C4156,Coffee Machine,-9.0,0.0,Credit Card,Pending,0
T42732,2025-02-30,C4610,Tablet,4.0,80.89028464575932,PayPal ,complete,0
T29057,2025-02-30,0,Laptop,-7.0,553.6109335745324,PayPal,Completed,0
T55318,2021-06-18,C1385,Tablet,243.0,0.0,PayPal ,0,0
T35497,2025-02-30,C196,La,243.0,234.0778393622404,Credit Card,0,0
T56338,2025-02-30,C4670,Tablet,10.0,0.0,PayPal ,Pending,0
T79278,2023-13-01,C123,Smartphone,231.0,802.3500479392585,creditcard,Pending,0
T5465,2024-05-19,C1247,Smartphone,-2.0,559.1372696018076,PayPal ,Failed,1
T70156,2023-13-01,C1267,Headph,832.0,110.26409160789969,creditcard,Completed,1
T70670,2022-02-02,C4408,Headphones,6.0,0.0,pay pal,Pending,0
T56014,2025-02-30,C2721,Smartphone,508.0,0.0,credit card,Pending,0
T12086,2022-10-11,C623,Laptop,537.0,311.50610632741007,Credit Card,complete,0
T56819,2025-02-30,C402,Smartphone,5.0,883.44,pay pal,Pending,1
T20001,2023-13-01,C2496,Laptop,-8.0,695.3781942851394,Credit Card,complete,0
T69067,2025-02-30,C2819,Coffee Machine,-9.0,0.0,pay pal,completed,0
T50453,2021-03-14,C4965,Laptop,326.0,574.5965119806845,Cash,complete,0
T90710,2024-08-07,C2477,Laptop,-3.0,259.53691717809374,PayPal ,0,0
T52885,2024-07-02,C1437,Coffee Machine,4.0,794.1486175874403,PayPal,complete,0
T30964,2023-13-01,C4101,Smartphone,2.0,488.33,pay pal,0,0
T34574,2023-13-01,C870,Coffee Machine,-6.0,459.2327576537722,PayPal,completed,0
T15295,2025-02-30,C1989,Laptop,586.0,0.0,Cash,Completed,0
T27919,2024-04-18,C3242,Headphones,0.0,155.11804022724607,Cash,Pending,0
T46121,2023-02-19,C3658,Laptop,6.0,732.5655900419116,pay pal,Completed,0
T35074,2023-07-11,C3409,Tablet,-1.0,474.2041671186821,pay pal,0,0
T10551,0,C1427,Tablet,-6.0,302.5133543512742,PayPal ,Completed,0
T91128,0,C1958,Coffee Machine,10.0,0.0,credit card,Pending,0
T0691,2021-10-08,C1483,Headphones,-5.0,900.7538505528112,Cash,Completed,1
T77730,2023-09-16,C2940,Coffee Machine,569.0,201.57021285567657,pay pal,Completed,0
T36097,2023-13-01,C2910,Coffee Machine,485.0,850.9387488675038,PayPal,Pending,0
T65352,2025-02-30,C4926,Coffee Machine,866.0,374.7794644304956,PayPal ,Completed,1
T11041,2023-13-01,C767,Smartphone,-1.0,0.0,Credit Card,Failed,1
T4222,2023-07-25,C551,Laptop,292.0,532.3771856635644,PayPal ,complete,0
T0822,2023-13-01,0,Headphones,6.0,284.7561194050436,pay pal,Failed,1
T38129,2023-10-31,C2057,Smartphone,-8.0,636.3033537728529,Cash,completed,0
T89152,2025-02-30,0,Headphones,0.0,667.8208554274896,PayPal ,0,0
T29232,0,C140,Lapt,-9.0,117.21131084825268,PayPal ,Pending,0
T50557,2023-13-01,C724,Tablet,2.0,222.1037150564075,pay pal,completed,0
T33685,2022-08-14,C1879,Laptop,-7.0,551.6178572305411,PayPal,complete,0
T58754,2025-02-30,C572,Headphones,866.0,0.0,creditcard,Failed,1
T27023,0,C4330,Smartphone,3.0,801.5998747780002,pay pal,Completed,0
T36906,2022-04-23,C3869,Laptop,5.0,168.77641674858955,Credit Card,0,0
T0271,2025-02-30,C2542,Headphones,331.0,0.0,PayPal,complete,0
T8867,2025-02-30,C3662,Headphones,767.0,215.53009139035643,PayPal,Completed,1
T15007,2020-06-25,C2825,Tablet,109.0,716.1587247610013,credit card,0,0
T4689,2023-13-01,C351,Laptop,1.0,0.0,credit card,Failed,1
T81996,2025-02-30,C2606,Headphones,146.0,405.48793132546825,creditcard,Failed,1
T84373,2025-02-30,C2359,Coffee Machine,692.0,518.1256725070875,creditcard,Completed,0
T2515,2025-02-30,C2839,Laptop,8.0,750.2255201297423,Credit Card,Failed,1
T36400,2023-13-01,C238,Smartphone,612.0,453.2230915640882,creditcard,Failed,1
T38869,2023-13-01,C384,Tablet,342.0,663.9897063019343,credit card,complete,0
0,2022-12-18,C3212,Coffee Machine,976.0,583.0160509720209,PayPal ,completed,1
T30410,2025-02-30,C026,Headphones,-7.0,80.64506775458506,creditcard,completed,0
T54795,2020-07-04,C3729,Tablet,615.0,0.0,creditcard,completed,0
T19264,2025-02-30,C1696,Coffee Machine,695.0,96.15,Cash,Completed,0
T83910,2025-02-30,C3254,Laptop,8.0,632.2809377840364,credit card,Failed,1
T26974,2023-13-01,C1683,Tablet,6.0,118.81146443457315,PayPal,complete,0
T7130,2025-02-30,C1812,Smartp,9.0,63.597862764743695,pay pal,0,0
T7145,2023-13-01,C1888,Smartphone,-10.0,0.0,creditcard,0,0
T45466,2023-13-01,C2045,Smartphone,10.0,890.39,PayPal ,completed,1
T1967,2025-02-30,C3955,Tablet,5.0,0.0,PayPal ,Completed,0
T15153,2020-01-01,C2165,Smartphone,0.0,0.0,Credit Card,Failed,1
T19114,2024-03-29,C4503,Smartphone,170.0,0.0,Cash,Completed,0
T76207,2020-08-04,C1553,Smartphone,238.0,0.0,creditcard,Completed,0
T32142,2023-13-01,C206,Tablet,-9.0,680.2356524792679,PayPal ,Failed,1
T21935,2025-02-30,C1219,Coffee Machine,594.0,678.221304698355,Credit Card,Completed,0
T40360,2025-02-30,C1994,Tablet,460.0,732.8820649310821,Credit Card,Completed,0
T53842,2021-08-18,C3408,Coffee Machine,2.0,0.0,credit card,completed,0
T9163,2022-06-06,C088,Laptop,5.0,967.3082402866164,Credit Card,0,1
0,2024-01-13,C4317,Laptop,863.0,860.06,PayPal,Completed,1
0,2023-13-01,C1623,Laptop,-1.0,0.0,creditcard,0,0
T83305,2020-07-29,C2821,Tablet,139.0,520.5781923342713,PayPal ,0,0
T66270,2025-02-30,C1171,Coffee Mach,10.0,0.0,Credit Card,complete,0
T34654,2025-02-30,C3730,Tablet,117.0,549.3809098317752,credit card,Completed,0
T41963,2025-02-30,C4032,Laptop,8.0,0.0,PayPal ,Failed,1
T39591,0,C2063,L,9.0,193.9596239527067,PayPal,completed,0
T81036,2025-01-31,C3902,Headphones,788.0,0.0,Credit Card,complete,1
T10981,2025-02-30,C4477,Smartphone,506.0,0.0,PayPal,completed,0
T56300,2025-02-30,C4145,Coffee Machine,9.0,0.0,credit card,completed,0
T61549,2022-11-13,C4268,Tablet,1.0,0.0,PayPal,completed,0
T88401,2023-13-01,C4047,Tablet,7.0,200.3100795762888,creditcard,completed,0
0,2024-07-06,C325,Headphones,-3.0,265.42873738734306,pay pal,Pending,0
T55208,2023-13-01,C4044,Headphones,596.0,0.0,credit card,0,0
T53528,2022-07-11,C120,Coffee Machine,445.0,813.3170904294763,credit card,complete,0
T26971,0,C191,Headphones,8.0,0.0,PayPal ,Pending,0
T73218,2023-13-01,C2357,Coffee Machine,195.0,711.4411161667703,PayPal ,Pending,0
T65891,2020-04-01,C1380,Tablet,-8.0,0.0,credit card,0,0
T42222,2023-13-01,C4668,Tablet,-4.0,600.4916993705162,pay pal,completed,0
T97866,2023-13-01,0,Laptop,431.0,759.793819041715,credit card,complete,0
T12251,0,C3388,Tablet,-3.0,0.0,PayPal ,Pending,0
T69437,2023-13-01,C838,Headphones,698.0,547.855924847978,Credit Card,Pending,0
T38433,2023-13-01,C2087,Laptop,165.0,0.0,creditcard,0,0
T40890,2023-13-01,C1115,Laptop,684.0,0.0,PayPal ,Pending,0
T30999,2022-04-04,C527,T,-8.0,554.3175317815201,Credit Card,Failed,1
T56146,2025-02-30,C1800,Coffee Machine,-10.0,0.0,PayPal,completed,0
T95414,2023-08-31,C2877,Tablet,115.0,150.76825416706487,creditcard,complete,0
T22156,2022-02-23,C4025,Tablet,6.0,101.19869145146548,Cash,completed,0
T17614,2023-13-01,C4168,Headphones,-3.0,452.14550726021184,Credit Card,0,0
T56444,2022-12-12,C051,Tab,0.0,456.93604847932,credit card,complete,0
T79116,0,C665,Smartphone,824.0,0.0,creditcard,Pending,1
T24053,2025-02-30,C1055,Tablet,-3.0,0.0,pay pal,complete,0
T50243,2023-13-01,C4915,Coffee Machine,8.0,339.26823685081365,PayPal,complete,0
T58999,2025-02-30,C4519,Laptop,229.0,324.69745282474685,PayPal,completed,0
T31345,2023-13-01,C4781,Laptop,6.0,0.0,Credit Card,Failed,1
T61242,2022-05-04,C4883,Coffee Machine,567.0,0.0,credit card,Failed,1
T92530,2023-13-01,C1042,Laptop,716.0,541.7156374388321,credit card,Failed,1
T80829,2025-02-30,C1562,Laptop,3.0,693.7898288067254,Cash,Completed,0
T51726,2025-02-30,C1655,Headphones,-2.0,0.0,pay pal,Pending,0
T33880,2025-02-30,C3869,Laptop,8.0,0.0,Credit Card,Failed,1
T83007,2025-02-30,C3682,Laptop,8.0,0.0,credit card,complete,0
T73909,2023-13-01,C105,Headphones,-2.0,0.0,Credit Card,completed,0
T67247,2025-02-30,C3313,Coffee Machine,-7.0,246.80249140637423,PayPal ,completed,0
T88808,2023-13-01,C2927,Coffee Machine,-8.0,761.7944332171953,Cash,completed,0
T13122,2021-02-10,C4154,Tablet,-1.0,776.1478327401171,credit card,completed,0
T8258,2025-02-30,C1032,Coffee Machine,455.0,0.0,Credit Card,0,0
T93381,0,C2530,Coffee Machine,-7.0,261.3308569326606,credit card,Pending,0
0,2023-13-01,C2382,Tablet,308.0,0.0,Cash,completed,0
T30903,2023-13-01,C3669,Headphones,8.0,0.0,pay pal,Pending,0
T72859,2023-13-01,C1074,Headphones,0.0,766.7792302983949,Cash,Completed,0
T20293,2025-02-30,C3531,Tablet,-10.0,796.2364761344725,Credit Card,Failed,1
T58171,2023-13-01,C2322,Tablet,0.0,312.17,Cash,Failed,1
T20950,2025-02-30,C1737,Tabl,124.0,129.48524656072686,Cash,0,0
T36695,2025-02-30,C1399,Laptop,-7.0,948.7339604661706,PayPal,Pending,1
T8526,2022-10-12,C351,Tablet,832.0,279.4186617476996,creditcard,complete,1
T78272,2025-02-30,C034,Headphones,-9.0,82.55839669125328,credit card,Completed,0
T77403,2023-13-01,C2052,Tablet,5.0,0.0,Credit Card,complete,0
T77652,2023-13-01,C1181,Laptop,391.0,537.06,PayPal ,Completed,0
T99837,2025-02-30,C2889,Headphones,9.0,0.0,Credit Card,Failed,1
T92272,2023-06-15,C2111,Coffee Machine,-6.0,974.9937112794904,credit card,complete,1
T29776,2025-02-30,C4347,Smartphone,2.0,412.7444808973456,PayPal ,0,0
T34808,2025-02-30,C2218,Tablet,2.0,558.93,creditcard,0,0
T16886,2024-09-18,C1740,Tablet,0.0,373.3132919492723,PayPal,completed,0
T49984,0,C1899,Smartphone,0.0,269.6015467391078,credit card,completed,0
T62615,2024-08-14,0,Smartphone,156.0,390.8817971992302,creditcard,Completed,0
T14229,2023-13-01,C4713,Tablet,-3.0,0.0,Credit Card,Failed,1
T52177,2025-02-30,C4530,Coffee Machine,122.0,0.0,Cash,0,0
T8029,2025-02-30,C3766,Smartphone,453.0,642.1180888648552,PayPal ,0,0
T28922,2025-02-30,C570,Smartphone,911.0,545.1047518623584,Credit Card,Pending,1
T69420,2023-10-20,C679,Sm,1.0,0.0,PayPal ,0,0
T70812,2025-02-30,C4024,Headphones,-5.0,409.3593678390336,Cash,0,0
T34364,0,C814,Tablet,2.0,99.7385556061347,PayPal,completed,0
T43204,2025-02-30,C1282,Tablet,6.0,286.32605116432376,pay pal,completed,0
T36795,2025-02-30,C1569,Headphones,489.0,472.54793669191287,PayPal,complete,0
T97027,2023-13-01,C4004,Headphones,3.0,571.2,PayPal ,complete,0
T63343,2025-02-30,0,Smartphone,879.0,209.85924260099264,pay pal,completed,1
T36956,2023-08-02,C1458,Smartphone,1.0,0.0,PayPal ,0,0
T69229,2023-13-01,C254,Tablet,112.0,0.0,credit card,Failed,1
T9424,2023-13-01,C4783,Tablet,6.0,532.48,Credit Card,complete,0
T86001,2020-08-05,C3857,Laptop,-1.0,707.2546247333448,pay pal,Pending,0
T16959,2023-01-16,C4999,Cof,4.0,0.0,pay pal,0,0
T21615,2025-02-30,C2118,Laptop,-3.0,615.392155310703,PayPal ,0,0
T81557,2025-02-30,C3846,Coffee Machine,2.0,700.6692091462023,PayPal,Completed,0
T61774,2023-13-01,C1981,Tablet,1.0,988.673684754186,Cash,complete,1
T86802,2020-07-14,C1764,Headphone,324.0,0.0,Cash,completed,0
T67503,2023-10-02,C3670,Tablet,7.0,0.0,creditcard,Completed,0
T79371,2023-13-01,C449,Tablet,-2.0,0.0,creditcard,completed,0
T34497,2024-02-17,C4551,Laptop,-9.0,433.6972830874264,Cash,Completed,0
T43009,2021-02-21,C4422,Coffee Machine,-3.0,179.7462175317969,credit card,0,0
T91598,2021-06-18,C1600,Headphones,248.0,130.59460709445992,creditcard,Pending,0
T75439,2022-09-10,C476,Smartphone,568.0,0.0,PayPal ,Pending,0
T29720,2023-13-01,C4624,Headphones,5.0,0.0,Cash,completed,0
T38607,2023-13-01,C097,Laptop,-6.0,482.1149517955381,creditcard,Pending,0
